duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,monthly_burden,is_overdrawn,no_checking,is_large_loan,is_long_duration,is_young_borrower,savings_risk_score,employment_score,debt_burden_index,purpose_risk,has_multiple_credits,has_guarantor,checking_status_lt0,checking_status_gte200,checking_status_no_checking,credit_history_critical_other_existing_credit,credit_history_delayed_previously,credit_history_existing_paid,credit_history_no_credits_all_paid,purpose_domestic_appliance,purpose_education,purpose_furniture_equipment,purpose_new_car,purpose_other,purpose_radio_tv,purpose_repairs,purpose_retraining,purpose_used_car,savings_status_500_to_1000,savings_status_lt100,savings_status_gte1000,savings_status_no_known_savings,employment_4_to_7,employment_lt1,employment_gte7,employment_unemployed,personal_status_male_div_sep,personal_status_male_mar_wid,personal_status_male_single,other_parties_guarantor,other_parties_none,property_magnitude_life_insurance,property_magnitude_no_known_property,property_magnitude_real_estate,other_payment_plans_none,other_payment_plans_stores,housing_own,housing_rent,job_skilled,job_unemp_unskilled_non_res,job_unskilled_resident,own_telephone_yes,foreign_worker_yes,target
9,1244,4,4,41,2,1,138.22222222222223,0,1,0,0,0,4,4,49.76,2,1,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,0
36,1842,4,4,34,1,1,51.166666666666664,1,0,0,1,0,3,1,73.68,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,1
7,2576,2,2,35,1,1,368.0,0,0,0,0,0,3,2,51.52,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,0
12,1424,3,4,55,1,1,118.66666666666667,0,0,0,0,0,4,4,42.72,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,0
15,1512,3,3,61,2,1,100.8,0,0,0,0,0,0,2,45.36,2,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,1
36,11054,4,2,30,1,1,307.05555555555554,0,1,1,1,0,4,2,442.16,1,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,0
6,518,3,1,29,1,1,86.33333333333333,0,1,0,0,0,3,2,15.54,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
12,2759,2,4,34,2,1,229.91666666666666,0,1,0,0,0,3,4,55.18,1,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
24,2670,4,4,35,1,1,111.25,0,1,0,0,0,3,4,106.8,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,0
24,4817,2,3,31,1,1,200.70833333333334,1,0,1,0,0,3,3,96.34,1,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,1
24,2679,4,1,29,1,1,111.625,0,1,0,0,0,3,1,107.16,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0
11,3905,2,2,36,2,2,355.0,1,0,0,0,0,3,2,78.1,1,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,0
12,3386,3,4,35,1,1,282.1666666666667,1,0,0,0,0,3,4,101.58,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,1
6,343,4,1,27,1,1,57.166666666666664,1,0,0,0,0,3,1,13.72,1,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
18,4594,3,2,32,1,1,255.22222222222223,0,1,1,0,0,3,1,137.82,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
36,3620,1,2,37,1,2,100.55555555555556,1,0,0,1,0,3,2,36.2,1,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,0
15,1721,2,3,36,1,1,114.73333333333333,1,0,0,0,0,3,1,34.42,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
12,3017,3,1,34,1,1,251.41666666666666,0,0,0,0,0,3,1,90.51,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,0
12,754,4,4,38,2,1,62.833333333333336,0,0,0,0,0,4,4,30.16,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
18,1950,4,1,34,2,1,108.33333333333333,0,1,0,0,0,3,3,78.0,2,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,0
24,2924,3,4,63,1,2,121.83333333333333,1,0,0,0,0,3,2,87.72,1,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,0
24,1659,4,2,29,1,1,69.125,1,0,0,0,0,3,1,66.36,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,1
48,7238,3,3,32,2,2,150.79166666666666,0,1,1,1,0,4,4,217.14,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0
33,2764,2,2,26,2,1,83.75757575757575,0,1,0,1,0,3,2,55.28,2,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
24,4679,3,3,35,2,1,194.95833333333334,0,1,1,0,0,3,3,140.37,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,0
24,3092,3,2,22,1,1,128.83333333333334,0,0,0,0,1,2,1,92.76,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,1
6,448,4,4,23,1,1,74.66666666666667,1,0,0,0,1,3,1,17.92,2,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
9,654,4,3,28,1,1,72.66666666666667,1,0,0,0,0,3,2,26.16,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,1
6,1238,4,4,36,1,2,206.33333333333334,0,1,0,0,0,4,0,49.52,3,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,0
18,1245,4,2,33,1,1,69.16666666666667,0,0,0,0,0,3,2,49.8,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
18,3114,1,4,26,1,1,173.0,1,0,0,0,0,3,1,31.14,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,1
39,2569,4,4,24,1,1,65.87179487179488,0,1,0,1,1,1,2,102.76,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
24,5152,4,2,25,1,1,214.66666666666666,0,0,1,0,0,3,3,206.08,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0
12,1037,3,4,39,1,1,86.41666666666667,0,0,0,0,0,2,3,31.11,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
15,1478,4,4,44,2,2,98.53333333333333,1,0,0,0,0,3,4,59.12,1,1,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
12,3573,1,1,23,1,1,297.75,0,0,0,0,1,3,2,35.73,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
24,1201,4,1,26,1,1,50.041666666666664,0,0,0,0,0,3,1,48.04,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
30,3622,4,4,57,2,1,120.73333333333333,1,0,0,1,0,0,4,144.88,1,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,0
15,960,3,2,30,2,1,64.0,0,1,0,0,0,0,3,28.8,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
12,1163,4,4,44,1,1,96.91666666666667,0,1,0,0,0,1,2,46.52,1,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,0
6,1209,4,4,47,1,1,201.5,0,0,0,0,0,3,0,48.36,1,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,1
12,3077,2,4,52,1,1,256.4166666666667,0,1,0,0,0,3,2,61.54,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
24,3757,4,4,62,1,1,156.54166666666666,0,1,0,0,0,3,4,150.28,1,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,0
10,1418,3,2,35,1,1,141.8,0,1,0,0,0,2,2,42.54,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,0
6,3518,2,3,26,1,1,586.3333333333334,0,1,0,0,0,3,2,70.36,1,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,0
12,1934,2,2,26,2,1,161.16666666666666,0,1,0,0,0,3,4,38.68,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
27,8318,2,4,42,2,1,308.0740740740741,0,0,1,1,0,3,4,166.36,2,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1
6,1237,1,1,27,2,1,206.16666666666666,0,1,0,0,0,2,2,12.37,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
6,368,4,4,38,1,1,61.333333333333336,0,0,0,0,0,4,4,14.72,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
12,2122,3,2,39,2,2,176.83333333333334,1,0,0,0,0,3,2,63.66,1,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,0
24,2996,2,4,20,1,1,124.83333333333333,1,0,0,0,1,4,2,59.92,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
36,9034,4,1,29,1,1,250.94444444444446,0,0,1,1,0,2,1,361.36,1,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,1
24,1585,4,3,40,2,1,66.04166666666667,0,1,0,0,0,3,3,63.4,1,1,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
18,1301,4,2,32,1,1,72.27777777777777,0,0,0,0,0,3,4,52.04,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,0
6,1323,2,4,28,2,2,220.5,0,0,0,0,0,2,4,26.46,1,1,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
24,3123,4,1,27,1,1,130.125,1,0,0,0,0,3,1,124.92,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
36,5493,2,4,42,1,2,152.58333333333334,1,0,1,1,0,3,4,109.86,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0
9,1126,2,4,49,1,1,125.11111111111111,0,0,0,0,0,2,4,22.52,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,0
24,1216,4,4,38,2,2,50.666666666666664,0,0,0,0,0,2,1,48.64,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
24,1207,4,4,24,1,1,50.291666666666664,1,0,0,0,1,3,1,48.28,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,1
10,1309,4,4,27,1,1,130.9,0,1,0,0,0,4,2,52.36,1,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,1
15,2360,2,2,36,1,1,157.33333333333334,0,0,0,0,0,1,2,47.2,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
15,6850,1,2,34,1,2,456.6666666666667,0,0,1,0,0,2,0,68.5,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,1
24,1413,4,2,28,1,1,58.875,0,1,0,0,0,3,2,56.52,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
39,8588,4,2,45,1,1,220.2051282051282,0,1,1,1,0,2,4,343.52,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,0
12,759,4,2,26,1,1,63.25,1,0,0,0,0,3,3,30.36,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,1
36,4686,2,2,32,1,1,130.16666666666666,0,1,1,1,0,3,2,93.72,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,0
15,2687,2,4,26,1,1,179.13333333333333,0,0,0,0,0,3,3,53.74,2,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,0
12,585,4,4,20,2,1,48.75,0,0,0,0,1,3,2,23.4,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,0
24,2255,4,1,54,1,1,93.95833333333333,0,1,0,0,0,4,1,90.2,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,0
6,609,4,3,37,2,1,101.5,1,0,0,0,0,3,3,24.36,1,1,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,0
6,1361,2,4,40,1,2,226.83333333333334,1,0,0,0,0,3,1,27.22,1,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,0
36,7127,2,4,23,2,1,197.97222222222223,0,1,1,1,1,3,1,142.54,1,1,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,1
6,1203,3,2,43,1,1,200.5,1,0,0,0,0,2,4,36.09,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
6,700,4,4,36,2,1,116.66666666666667,0,1,0,0,0,4,4,28.0,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0
24,5507,3,4,44,2,1,229.45833333333334,0,1,1,0,0,3,4,165.21,2,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0
18,3190,2,2,24,1,1,177.22222222222223,1,0,0,0,1,3,2,63.8,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,1
48,7119,3,4,53,2,2,148.3125,1,0,1,1,0,3,2,213.57,1,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,1
24,3488,3,4,23,1,1,145.33333333333334,0,1,0,0,1,2,3,104.64,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
18,1113,4,4,26,1,2,61.833333333333336,0,0,0,0,0,3,2,44.52,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,0
26,7966,2,3,30,2,1,306.38461538461536,0,0,1,1,0,3,1,159.32,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
15,1532,4,3,31,1,1,102.13333333333334,0,1,0,0,0,2,2,61.28,2,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
4,1503,2,1,42,2,2,375.75,0,1,0,0,0,3,3,30.06,1,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
36,2302,4,4,31,1,1,63.94444444444444,1,0,0,1,0,3,2,92.08,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,1
6,662,3,4,41,1,2,110.33333333333333,1,0,0,0,0,3,1,19.86,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,0
36,2273,3,1,32,2,2,63.138888888888886,0,0,0,1,0,3,3,68.19,2,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
15,2631,2,4,28,2,1,175.4,0,0,0,0,0,2,2,52.62,1,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,1
12,1503,4,4,41,1,1,125.25,0,1,0,0,0,3,2,60.12,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,0
24,1311,4,3,26,1,1,54.625,0,1,0,0,0,2,3,52.44,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
24,3105,4,2,25,2,1,129.375,0,1,0,0,0,4,1,124.2,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
21,2319,2,1,33,1,1,110.42857142857143,0,0,0,0,0,3,1,46.38,2,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,1
6,1374,4,3,75,1,1,229.0,1,0,0,0,0,4,0,54.96,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,0
18,3612,3,4,37,1,1,200.66666666666666,0,0,0,0,0,3,4,108.36,1,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
48,7763,4,4,42,1,1,161.72916666666666,1,0,1,1,0,3,4,310.52,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1
18,3049,1,1,45,1,1,169.38888888888889,0,0,0,0,0,3,1,30.49,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,0
12,1534,1,1,23,1,1,127.83333333333333,0,0,0,0,1,3,1,15.34,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,1
24,2032,4,4,60,2,1,84.66666666666667,0,1,0,0,0,3,4,81.28,1,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,0
30,6350,4,4,31,1,1,211.66666666666666,1,0,1,1,0,4,4,254.0,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
18,2864,2,1,34,1,2,159.11111111111111,0,0,0,0,0,3,2,57.28,1,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,1
12,1255,4,4,61,2,1,104.58333333333333,0,1,0,0,0,3,4,50.2,1,1,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,0
24,1333,4,2,43,2,2,55.541666666666664,1,0,0,0,0,3,0,53.32,1,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
24,2022,4,4,37,1,1,84.25,0,1,0,0,0,3,2,80.88,1,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0
24,1552,3,1,32,1,2,64.66666666666667,0,1,0,0,0,3,3,46.56,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0
